,step,reward,critic_loss,q1,q2,actor_loss,bc_loss,time
86,430000,99.51457743999205,3.8627648,230.5987,230.80327,-2.4530475,0.04695242,14.247807423273722
87,435000,96.94487897958255,4.7919655,228.53203,228.46915,-2.4529734,0.047026835,14.535278161366781
88,440000,100.21175286130143,3.041541,232.12827,231.99783,-2.4524002,0.047599696,14.861291861534118
89,445000,95.35954396539304,2.1375217,226.85342,227.05295,-2.439771,0.060228996,15.07599317630132
90,450000,100.32249943951584,1.8780959,235.64804,235.3735,-2.452534,0.04746607,15.359831047058105
91,455000,86.30421079950857,5.3235345,235.99089,235.6675,-2.4455628,0.054437485,15.648706297079721
92,460000,100.3347383769214,3.4712186,230.00168,230.04657,-2.4589493,0.04105056,15.862383329868317
93,465000,99.77024677498288,2.6935942,221.2204,221.13855,-2.447691,0.052309122,16.163907194137572
94,470000,94.77746004684707,2.5428896,231.58081,231.23753,-2.4498842,0.05011575,16.47291098833084
95,475000,97.7678848190868,2.1391387,229.84875,229.81525,-2.4523895,0.047610532,16.691493240992227
96,480000,99.5925447949654,2.9206429,225.74997,225.44821,-2.4430375,0.056962512,16.983973848819733
97,485000,100.22163499822017,3.3916163,233.81537,234.08481,-2.448787,0.051212974,17.309015679359437
98,490000,99.7573446729041,2.3621612,236.11905,236.44354,-2.4526212,0.04737892,17.545389195283253
99,495000,99.84970773028763,5.5663624,232.73187,232.59494,-2.4505548,0.049445167,17.81534081697464
100,500000,94.75011907107893,4.7602673,232.13165,232.34865,-2.4451509,0.054849178,18.126358822981516
101,505000,99.85611885228374,3.7765083,229.90787,229.86542,-2.4507067,0.04929357,18.353884987036388
102,510000,100.46991178710638,2.6025221,236.20894,236.37335,-2.4525251,0.04747477,18.630937798817953
103,515000,98.16601181556045,2.873944,226.84422,226.83794,-2.4510615,0.048938405,18.948313963413238
104,520000,100.83900354478791,8.433691,226.27,225.93082,-2.4536192,0.0463807,19.18310295343399
105,525000,93.67887889045852,6.8152924,234.21341,233.91208,-2.446543,0.053457357,19.445979424317677
106,530000,100.05409908037268,2.4984398,227.04279,226.9811,-2.4436417,0.056358546,19.769292430082956
107,535000,100.05639420485974,3.8974726,234.67575,234.44385,-2.4419188,0.058081236,20.012717668215434
108,540000,99.41702099646432,6.6292987,235.92332,235.806,-2.4483323,0.05166798,20.277232336997987
109,545000,99.77458152325372,3.1487706,232.43936,232.41882,-2.44378,0.056220055,20.600157395998636
110,550000,100.58114017268697,2.0397925,230.34573,230.2172,-2.4484613,0.05153858,20.850405120849608
111,555000,83.4255599134737,3.8066573,234.84221,234.52353,-2.4459329,0.054067116,21.080378719170888
112,560000,51.27608603518422,3.4543,231.20937,231.1579,-2.450699,0.04930083,21.283478899796805
113,565000,99.86049885390484,4.525968,238.17967,237.70325,-2.4537084,0.04629168,21.521396521727244
114,570000,100.11377660197836,4.920087,227.5455,227.52051,-2.452451,0.04754933,21.84584279457728
115,575000,97.36805845364243,6.5913715,229.18092,229.20778,-2.4507196,0.049280427,22.119207338492075
116,580000,100.43156120507595,4.07572,230.53821,230.44937,-2.4533417,0.04665835,22.348991783459983
117,585000,97.90380144200023,2.4673173,227.49335,227.72299,-2.4415452,0.058454834,22.66574072043101
118,590000,100.37996312123217,1.7234083,220.8616,220.98436,-2.4527705,0.04722955,22.950418655077616
119,595000,78.65015681436641,4.5288973,233.6076,233.8746,-2.4421642,0.057835918,23.148488787810006
120,600000,98.03718353646917,2.5229287,234.83679,234.80673,-2.4529698,0.047030263,23.466122722625734
121,605000,100.22168988607525,3.2873938,228.01587,228.10403,-2.4396229,0.06037728,23.745350964864095
122,610000,100.26923384405441,3.782858,233.54494,233.6006,-2.4543169,0.04568289,23.9783145070076
123,615000,97.49347335827603,3.7624416,223.57045,223.56575,-2.4426064,0.057393588,24.293496986230213
124,620000,99.8346648734039,3.2850604,232.15305,232.17471,-2.4450417,0.054958344,24.579181488355
125,625000,99.6801999137085,2.968196,230.82901,230.90704,-2.4542499,0.04575021,24.801887536048888
126,630000,99.71199871597663,3.6055079,228.08821,228.38898,-2.436916,0.06308408,25.125356658299765
127,635000,99.46899540354393,3.3102524,238.12877,238.01245,-2.4432259,0.05677423,25.43349231481552
128,640000,99.8706175856936,3.6722867,239.22232,239.30133,-2.449836,0.050163873,25.652732300758363
129,645000,100.29926867848135,3.468082,230.22714,230.14333,-2.451112,0.04888807,25.953784688313803
130,650000,98.4542633701334,4.562561,235.73538,235.78754,-2.4486907,0.051309302,26.265456783771516
131,655000,100.27241748150628,2.7503343,228.08582,228.25073,-2.4523408,0.047659438,26.494073327382406
132,660000,99.99454843578151,4.3160753,232.73755,232.39459,-2.4495826,0.05041731,26.868869177500407
133,665000,100.243831731002,2.143486,233.00575,232.95717,-2.4513032,0.048696827,27.19313499927521
134,670000,99.99317621301228,2.9714327,229.82419,229.93237,-2.4357386,0.064261556,27.42303836743037
135,675000,100.28790559236135,3.2619834,236.2922,236.59167,-2.4541109,0.045888796,27.691744645436604
136,680000,84.19894124402488,3.7159128,231.71466,231.61252,-2.4501479,0.049852427,27.97765576839447
137,685000,99.73357216351528,3.4986463,233.01382,232.9094,-2.4479125,0.052087553,28.183225707213083
138,690000,100.01263058725871,3.556375,237.5632,237.43512,-2.4561238,0.043876212,28.48745612303416
139,695000,100.08480977739411,2.924191,232.44498,232.42667,-2.4390152,0.06098494,28.80667552550634
140,700000,99.6319541683145,3.9618633,231.39163,231.09378,-2.4496782,0.050322145,29.010549743970234
141,705000,100.05469055958986,2.5533462,226.4635,226.3451,-2.4399207,0.060079314,29.31132649978002
142,710000,99.95576737417463,2.6115422,233.27045,233.06342,-2.454668,0.045331948,29.635402619838715
143,715000,100.12548774544479,2.9191284,231.40118,231.6299,-2.454597,0.04540299,29.860509796937308
144,720000,99.67552767769901,5.1195116,228.11179,227.99896,-2.4454558,0.05454415,30.140841825803122
145,725000,100.20468324565812,4.5933123,231.7273,231.8181,-2.4517827,0.048217,30.464629566669466
146,730000,100.06146938000253,2.3792813,239.69777,239.58661,-2.4527254,0.04727459,30.707344857851663
147,735000,99.83085222822106,4.4069076,227.86377,227.94705,-2.454223,0.045777198,30.972950649261474
148,740000,99.72805455433628,5.460697,235.18414,235.37013,-2.445178,0.05482185,31.29622005224228
149,745000,100.02308389439223,3.324973,232.66661,232.75848,-2.4429958,0.05700399,31.560307153066
150,750000,99.84394581371231,3.8961115,230.8497,230.85553,-2.4389684,0.061031826,31.804828035831452
151,755000,100.22867976685157,3.290452,238.20682,238.56148,-2.4530227,0.046977192,32.128327174981436
152,760000,100.22745530027241,3.1971037,232.74887,232.77097,-2.4495971,0.050402984,32.41325368086497
153,765000,100.1498425297362,2.3212118,231.75848,231.60094,-2.4441879,0.05581232,32.637454239527386
154,770000,99.99600232551974,2.1721687,236.83966,236.828,-2.453845,0.04615487,32.95819706122081
155,775000,99.6487525802042,2.7981126,233.85266,234.03142,-2.4494374,0.05056268,33.26036078532537
156,780000,99.90765015508761,2.6897397,241.29779,241.38844,-2.4505544,0.04944567,33.48627925713857
157,785000,99.92067055043064,1.9656103,234.87476,235.1848,-2.44481,0.055190053,33.78667798042297
158,790000,99.76429219522083,2.6550708,230.8752,230.8264,-2.4519103,0.048089784,34.095455662409464
159,795000,100.24905888350193,4.2344565,231.75946,231.8557,-2.4467547,0.053245317,34.303105755647024
160,800000,99.975813849992,6.234231,232.68745,232.56096,-2.4583135,0.04168658,34.607575662930806
161,805000,99.85857884168149,4.392016,232.98402,232.93805,-2.444023,0.055977196,34.92635546127955
162,810000,99.67391378456449,4.254468,239.87863,239.84824,-2.4409869,0.059013143,35.144449241956075
163,815000,100.16395513695187,4.757185,237.61292,237.79688,-2.446438,0.053561818,35.43445413907369
164,820000,99.8874116702044,2.3428903,226.75328,226.73247,-2.447166,0.052834116,35.75751199324926
165,825000,100.07944736313898,4.119328,236.317,236.31207,-2.4491084,0.05089175,56.826643125216165
166,830000,99.99485164272517,3.401898,226.76805,226.68158,-2.4532495,0.04675051,57.149561909834546
167,835000,91.40540699677969,2.2657588,228.30876,228.09981,-2.441226,0.05877419,57.404827789465585
168,840000,99.67816094713689,4.125201,234.74835,234.57509,-2.443808,0.056191944,57.64878462553024
169,845000,99.90171747277039,2.4380267,232.4988,232.10492,-2.446698,0.05330194,57.97207823197047
170,850000,99.57572849749876,2.9147382,231.8406,231.78372,-2.4498024,0.05019749,58.26146482626597
171,855000,99.70326562280114,3.174964,233.61397,233.66132,-2.4520123,0.04798772,58.49980757236481
172,860000,99.66398313177318,3.4676328,236.72385,236.63954,-2.4493475,0.05065269,58.80716623067856
173,865000,99.60586229833943,2.6670828,221.93578,221.92673,-2.4491732,0.050826766,59.125909054279326
174,870000,100.01926064988265,3.707906,232.80356,232.71745,-2.4422095,0.05779065,59.348683937390646
175,875000,99.77667153161673,4.897396,233.36063,233.68213,-2.4501681,0.049831808,59.63755384683609
176,880000,99.64744559144283,2.782318,220.80966,220.7454,-2.4520817,0.04791837,59.96038908163707
177,885000,100.3827446848049,2.8361342,236.11421,236.09628,-2.4394507,0.06054949,60.20533503691355
178,890000,90.26642797704464,2.8105762,236.78166,236.74231,-2.4491851,0.050814908,60.461336918671925
179,895000,99.63185338344755,3.4820163,242.36206,242.26572,-2.4450994,0.054900743,60.7871817946434
180,900000,100.07112784629255,3.0255024,225.21634,225.47011,-2.4479096,0.052090473,61.0313529531161
181,905000,99.90758426111942,1.8591584,235.86198,235.79437,-2.4511898,0.048810355,61.44082895119985
182,910000,100.11396824664163,1.7491405,229.16074,229.11075,-2.447932,0.052068036,61.87456442515055
183,915000,100.49046605420837,2.2730498,229.817,230.05544,-2.4542398,0.045760036,62.306550085544586
184,920000,99.68292813776213,10.13014,237.126,237.36787,-2.4466224,0.05337733,62.7251962741216
185,925000,99.85248629546108,3.0841696,242.10492,242.02043,-2.4497232,0.050276898,63.14424276749293
186,930000,100.36917120278514,4.949827,238.1377,237.96909,-2.4482567,0.051743068,63.57123914162318
187,935000,99.86463362501745,1.9641578,236.2439,236.29688,-2.4478514,0.052148562,64.00767798821131
188,940000,100.30427311838702,3.6729672,227.49738,227.46477,-2.448457,0.051542994,64.43192027807235
189,945000,100.07257992054583,3.859726,235.92267,235.81708,-2.4489717,0.05102835,64.85478527545929
190,950000,99.95028908349308,3.7517707,229.04106,228.97299,-2.4440026,0.055997293,65.28083357016246
191,955000,99.9228071443365,3.7214718,233.52216,233.21375,-2.4537077,0.046292197,65.7207201162974
192,960000,99.62957861259518,3.9655185,242.962,243.45375,-2.4482567,0.05174337,66.15482589006425
193,965000,100.02368336635428,3.1867914,234.83511,234.92769,-2.453539,0.046461128,66.5864447593689
194,970000,99.67820636490738,2.330192,232.17505,232.1702,-2.4587696,0.04123035,67.0205687880516
195,975000,99.74733989267051,2.6798043,237.44669,237.6406,-2.4571745,0.042825337,67.4617030819257
196,980000,99.85041646687449,2.4369154,245.4393,245.14119,-2.4595006,0.04049949,67.91309713919958
197,985000,99.65809584955103,7.9797344,231.55399,231.4865,-2.4478354,0.052164547,68.35112793048224
198,990000,99.56183838532218,4.290568,236.69446,236.72733,-2.4523072,0.047693133,68.7919939160347
199,995000,100.06179082751414,2.721737,233.04602,233.02191,-2.444148,0.05585183,69.23171672026317
200,1000000,99.59734285677567,2.2695503,237.38416,237.45499,-2.4543853,0.04561491,69.67708047628403
